,PM10,NO2,NO,NOX
4162,78.0210471715462,33.00092503814181,4.073958251458982,41.0242518744544
4163,45.421192039542476,11.548993373049019,1.2481125871486944,13.935503313475492
4164,50.99910624303244,2.031403198439061,0.09992849944259562,3.620429003344426
4165,50.66010782083811,17.375563340915047,2.367316712229906,21.69491913437142
4166,54.56801436804179,6.999778965815156,0.16704043104125352,7.8520952301242914
4167,39.0,7.221935297289196,2.6396232388439276,12.298783311985988
4168,47.95613249698785,24.561414504217012,9.75723365695721,40.13829901183689
4169,48.394889049693866,8.880593125894913,1.314633502178559,12.721904510374486
4170,46.058645496136805,9.770758619815082,0.6761577770943648,12.095864549613681
4171,40.07342855766679,18.85255143558994,5.388740954491094,28.15524381603772
4172,46.47703992257203,1.9633927945800422,0.6319127558660584,3.3931879264434306
4173,51.85177074836577,8.816217625914803,0.4326104353595295,9.936615571470439
4174,57.0,14.042453507837248,2.47682955408928,18.84434910972146
4175,46.931388241786294,6.424203288988825,0.240686117582137,7.246261641735236
4176,57.33232453289022,3.6955267221659502,0.11,4.33552672216595
4177,51.0,4.264405773814259,0.28948487283054747,5.170578406382483
4178,42.34020795106622,25.621649908255893,2.965155963299663,32.486701896022446
4179,41.30575010200454,12.400645046922087,3.834095108124808,19.81945264994667
4180,55.891135166397774,19.603002049304024,4.059968694604732,27.544510240258134
4181,54.96692443571066,18.92418242721328,4.609125129215652,27.305700176642386
4182,52.2961150253839,9.780244715731742,1.1073784040614232,11.951312321823876
4183,38.11608928311104,8.099980002915634,2.2096535698666244,11.522158569137716
4184,59.25161870666593,16.893459831422547,2.011184053110951,21.205781773689292
4185,52.36752919007812,18.873327231739065,5.299402335206249,27.454781318350005
4186,44.0,3.6034675066720263,1.7072729733786924,6.926936096210298
4187,51.749858197601824,25.26992059065702,2.2758839095220162,30.14082435251478
4188,52.0,9.95843809619504,1.06,12.34330340108713
4189,50.9934885519276,15.089218626231313,3.3371813351042556,20.6775720219886
4190,45.254902573014995,5.548333593531375,2.7022547152304255,11.32764707719045
4191,51.0,4.436375241441949,0.153310680301649,5.136341261894423
4192,77.78772211095433,4.48821002002822,1.1922217267924258,8.54285136941701
4193,54.26063146766293,18.36739368532337,4.841545308042618,27.650900999585996
4194,51.58142643105544,8.909313515179958,1.5335936169753186,12.746716212050103
4195,47.27761550198426,6.328866170277796,2.07283457430551,11.61597317668662
4196,42.0,8.421183720606772,2.743551161820317,13.525969476137698
4197,45.42153005599872,3.596108199117737,1.6704415283216365,7.649585789682519
4198,45.96652730998515,15.01870289940386,2.964142414679662,21.377092110842057
4199,43.309613113610325,7.491136000697701,1.8392508856919727,14.458651802249294
4200,42.0,25.429660058052942,8.934565739860398,36.65575270793128
4201,58.36848000855938,7.356864803295361,1.1842120002139844,10.442164808644973
4202,57.97347940017504,4.420031722197794,0.11,5.0600317221977935
4203,41.162058977314494,8.926835177240983,1.9058912579766834,12.458817797768207
4204,40.4461292652086,8.663950622863458,0.7250838057415925,5.851699927785335
4205,52.699505107254545,9.812510056181997,3.065024744637273,16.058420975487817
4206,73.35051793282518,2.6868417057821583,0.201821248234079,3.4551577746879856
4207,64.08661963673119,20.587929532324587,2.6615986277158434,26.62485216461448
4208,41.771178908671295,8.969161731421023,3.1632923556544847,13.844654916023746
4209,46.45177031558749,14.607460282052747,4.7802076696211335,22.505641168633137
4210,42.96840598963531,6.010947820310941,0.2144231614510572,6.80726662238388
4211,59.32053303931432,17.561434316784045,2.342021762601089,23.383259736895866
4212,42.0,9.733376027639281,2.2747626328853214,15.251136387903752
4213,50.0,11.717931170489642,0.47829377705289633,13.121814347549478
4214,53.0,10.172562551237597,2.9207724351485695,16.154621717079316
4215,89.82876177030501,9.477299794531435,0.5894339539397313,11.632693776707114
4216,43.56920140994017,1.9149125075784605,0.422182618258635,3.0297263644694046
4217,95.02154759727823,8.541426932170701,0.0833757902402556,9.126742006165998
4218,49.682558742776145,24.078901563946133,3.3190224595354927,30.329981988076547
4219,39.80182241523988,14.733781310171214,2.7343051538269103,20.718200465676386
4220,49.050133669091785,17.922954552508795,2.1177707187092265,22.90239974818116
4221,47.00489178027417,7.166037657977922,1.7127883147562772,13.081781809139393
4222,38.041448506825056,13.900148311430673,0.6950785375429802,15.427351632676892
4223,48.48508337813702,8.543281656809855,0.38440919847728633,9.936730069893756
4224,41.128121369756514,6.937263719122171,1.815798127434002,9.702670949287912
4225,46.604102740089836,25.80300517132201,4.160646095770355,35.544307877094326
4226,91.21858598082419,9.63817480218611,0.471891998350948,11.397288446347297
4227,37.22810477531406,8.133117412882555,0.39177133990388724,9.201914946614956
4228,54.0,19.557234676732918,1.5040700602072812,24.039465637272986
4229,40.729058045027806,8.910392769906117,0.99511817737308,10.942749389342822
4230,55.09410733432273,25.02765169955477,4.363869874530504,32.47465556328748
4231,40.880306518882406,8.03374406387473,0.6186881206079224,9.450772413300584
4232,49.70998179602482,29.125028974408668,3.1985681129553036,34.47730673547081
4233,40.16863380692655,11.776846410567172,4.5883136619307345,20.492040423316045
4234,50.883645415624734,8.626114838921705,1.7533807772031555,13.301997510703197
4235,44.0,11.201001931406163,0.6545942649573596,12.677642845990661
4236,46.0,2.460614638440317,0.18964611726163566,3.2200745016291292
4237,45.74202689937519,4.790262246412376,0.9944932751562032,6.778292024649804
4238,43.0,5.618913042749131,0.24008361209622067,6.446517557869408
4239,41.41266486589538,21.21633243294769,4.363514539850095,28.68844859349194
4240,53.0,26.903193415541594,2.102422922549409,30.99669514088555
4241,46.97532218229839,2.0234439268165287,0.9218563201584691,3.900858239788708
4242,40.0,12.599249300179011,2.195674172340086,18.037326710107937
4243,37.90558369370003,7.340467078370965,0.7237360099130147,8.910599011708987
4244,44.25446002532425,10.936835767838208,0.6132956471030987,12.196826224564518
4245,41.509367969130714,8.662880343460657,2.0899650236392784,12.799180609748099
4246,46.16556775614404,3.0857655600381153,0.6281465185444873,4.508813176635567
4247,37.07790240253829,2.241318573436328,0.2598726876700225,3.1049590689032875
4248,41.301675249334814,10.452011602892458,2.0990225539395775,16.018519979139132
4249,37.23162904563622,3.587395975099919,1.0874601576782215,7.102827576765497
4250,39.757656594928704,7.8284153283613165,0.8551798082250457,9.607549889622815
4251,42.54419763867052,26.074533100471683,8.351081154828334,36.464227109824854
4252,44.126691117617064,10.9419066817974,1.7467404241089486,14.01163610297867
4253,53.0,5.290055887762187,0.740243510963815,8.450347302522161
4254,45.62674508055539,2.9425349016111078,0.3797795975276779,3.986605474110956
4255,65.47033414124087,5.937540339321163,0.6194930748029233,7.826424212290156
4256,49.92987056697414,12.991233820871766,2.9568310639262076,17.977181711091337
4257,45.8995235090042,9.756123887658909,0.8036337330244191,12.173395487526516
4258,51.0832993265242,10.476716996744189,3.906696592658707,16.899228218991205
4259,59.20951263763088,16.911846148234517,2.002061071486691,21.228799758095118
4260,48.37052190930913,7.04877158854625,1.868167848210187,12.504186212888758
4261,45.0,9.447669329115941,2.248568224155194,13.90674052619183
4262,44.69825638034959,2.244564095087397,0.11172102085593433,2.8791281901747947
4263,38.35922973073739,1.0190239181027125,0.08970783769676513,1.3872709442833033
4264,49.99716081397385,7.97130602557203,0.5954400738340537,10.316206654061116
4265,43.700580495456066,11.643256965816231,0.3316284829081161,12.623693885223844
4266,39.0,8.924642832794213,1.1407143344115733,12.079255759620855
4267,43.0,2.0690937461756023,0.2528351639944054,2.9179484457224554
4268,48.4782771611065,8.930853925337765,0.8282584258340258,11.68953556678618
4269,48.616660646823455,8.594507765597744,1.547493679164627,12.812830865197617
4270,41.543789081388645,11.73002230661336,6.554517495959393,23.139303029801226
4271,59.92898097298572,16.597678308462903,2.1579458774802385,20.835490401434477
4272,47.0,18.090659349575155,3.5095368757586503,23.581338240549776
4273,46.7318024894523,11.403370854851943,1.1514753111815375,14.099789883755566
4274,43.0,1.9903774810466102,0.4122356008806145,3.087188415749788
4275,51.92113564646285,8.845646687371131,0.4031545741414861,10.018958990504798
4276,52.79984780137025,25.405570799864105,2.090197858218674,30.89050986540966
4277,47.56854603839019,3.7586290792321964,0.6733471734736683,5.245121648866847
4278,45.51062148683358,10.883587601958762,1.5200158023764365,13.389771767886891
4279,95.63132339871007,9.128243757781707,0.13942938910974428,9.808701075433424
4280,46.82058480531,4.651898242168051,0.679339178539751,7.304221051283151
4281,46.31737659843,20.118526055102485,3.0854617902416046,25.537056125350194
4282,44.0,0.6175276334284847,0.28904922717841103,2.949121379408696
4283,37.005266661933796,7.622264664631532,1.3779196685361503,10.199078334161586
4284,44.1614282108753,5.321214484018585,0.6960145849735009,6.3474578855968815
4285,37.73224970694412,7.1258855099172385,0.7047048300275873,9.461094935527706
4286,50.33520900000894,13.196097265005228,2.6869172049932533,17.951619774999777
4287,49.0,5.6470477949966,0.7988566150102002,7.3453327175119005
4288,39.096163700515696,17.89172889690202,3.4071099647163683,24.322966726765138
4289,48.581872166890506,7.4017265187071395,1.8956433816957654,12.660585403498972
4290,47.62453690106139,10.99271302551176,1.263067112632674,14.416710599876794
4291,81.23253155848741,7.171791572246393,0.5699587514194941,9.142460491176807
4292,51.0,7.461665177517188,0.5740901526942535,9.854138680093397
4293,37.98013488002123,8.43920539520085,0.43192090640329106,9.56953709200584
4294,54.0,18.702205463849122,1.8280707781131995,24.320821263051222
4295,54.22799739799056,21.015918334713962,1.7637977882919813,25.188953963338115
4296,53.26479791261539,12.490553128516927,1.7227493476923104,18.053551499027694
4297,41.0,6.028375214166855,0.41481899556132884,5.725979556870717
4298,74.22011618236489,6.065838174265203,0.2586589211756742,6.926793029058107
4299,65.90111305724966,8.91487443735327,1.5653766879401916,12.63541808388091
4300,66.04754745448047,7.9135601090085865,0.9944477854575784,11.396274510841284
4301,53.0,12.542344966418007,1.7422172010780037,17.72543783250399
4302,42.21993858418293,8.641613511479756,3.1673068635217017,13.805662644133411
4303,53.0,12.855420925691158,1.9393391013610992,17.215239972947742
4304,58.0,2.7386172893229155,0.1077865390540995,3.375297097904065
4305,44.27961215933455,2.691514675053601,2.1883883647800366,7.457049266255061
4306,74.40792492508045,4.064995485688181,0.1771484184147896,4.798064654852166
4307,41.926073276688314,8.346184309716882,2.3108188366448057,13.207551811154545
4308,49.60669720334753,8.28200916100426,1.886296793648509,13.06100458050213
4309,46.418012680938666,15.915423242000852,4.5833040220172805,23.803484981449174
4310,38.52627385822394,2.857420415802319,0.14209394172046277,3.543192697674133
4311,50.874727996731835,9.136879080049022,2.9424619195424566,15.206241839901955
4312,45.48966598237612,12.959984325554633,1.0307630527742073,15.008473894451585
4313,54.794301940132485,19.194928774251657,4.536495740715223,27.515356128741722
4314,43.33362590634441,28.883691735271903,6.432550700528697,37.60686122771903
4315,51.137421562062805,8.123298915200918,0.5897672563461835,9.486575584099565
4316,44.53081350526848,10.11922755546405,2.0391043732664578,14.20184881031611
4317,57.89826658583257,17.925506276919958,3.3278147046586892,25.61133652231462
4318,53.727159531252944,8.249103813437165,2.916377899062129,16.606313150938814
4319,49.707956429872176,16.949909543169323,3.1306239635703013,22.111862656466467
4320,51.65189187229995,4.421708105952995,0.27170810595299466,5.155854052976498
4321,38.076871023315405,2.0022925967614684,0.3253877386010755,2.9653742046630818
4322,42.46292696901699,17.339819494027793,1.9747625648255258,20.829772283190938
4323,41.06774851746517,9.918807307270471,1.8627099406986067,13.381918956741748
4324,42.0,5.887831336122491,0.24432731675172964,6.721435764915051
4325,39.8597030806303,14.80994026145196,3.3309847993574153,20.773283846771715
4326,41.958897658310924,5.972461431068318,1.2094441197224337,4.12357319162345
4327,52.934214974998156,10.044872825248174,3.053289251250092,16.33303152074784
4328,51.0,7.348144060007736,0.8890197044946664,9.76991333484445
4329,46.0,9.672921677795483,0.7172533651037399,12.064735824598001
4330,40.784873312296746,11.554488089596548,0.6952265211321123,13.07302533754065
4331,53.15802015264537,5.559576525169204,1.1603758168255547,8.992898284024083
4332,53.40872825884203,18.37591271741158,5.185146268933713,27.244827136714704
4333,48.08228376628628,17.422401363599604,3.441994120134334,22.691074733754157
4334,45.0,15.099575964460819,1.7641660830356887,20.50210952536772
4335,41.80509326577633,15.299891653799577,2.843055959465796,21.223555232427362
4336,57.500834891770516,3.680384050214439,0.04005009350623112,4.210467539391491
4337,37.58112589181177,1.7330628492701123,0.19445363406446994,2.491026411989641
4338,46.34068774975224,1.9538481424826566,0.5541920173587762,3.263653362264627
4339,67.19860438177248,8.906169282291618,0.9228574011577597,12.045090390321777
4340,42.56159223252918,2.542974758194554,0.664346407421011,4.036342136301946
4341,39.0,1.2061529368772654,0.10771824460839644,1.4550572214654738
4342,45.39616696900622,2.8745366243391297,0.0060383303099378165,3.3505749546490673
4343,48.0,6.427824519366701,1.834296015590251,12.20451579829564
4344,42.59344213540354,7.881377002863337,1.2858689914099908,10.318229673962795
4345,42.94586772869219,3.1710826454261563,0.24837603186076573,4.018646693217304
4346,85.05873375002155,29.70394200251392,3.830912267506939,37.41636913752435
4347,52.857789457348346,6.2442889472867416,0.23566579069887422,7.198600525580676
4348,44.0,10.524498882308238,1.789958494213208,13.488248628287383
4349,39.0,8.940604376306254,1.1087912473874912,12.20561797909118
4350,39.0,17.79403386127537,3.5149313288695616,24.41473251602416
4351,51.0,7.86184826821682,0.7303078197627377,9.442176519321047
4352,43.27143936089582,7.953068569362608,2.483501132894061,13.330857574435832
4353,38.755731020915135,2.0355017800785298,0.23824503271896758,2.864205294470708
4354,67.06389504282684,30.43695144002148,4.789825523868647,39.50486011260532
4355,41.02715473388692,8.10276272492685,0.5650885221312761,9.437556073950176
4356,46.12855766686364,3.055417286828189,0.6218548033668196,4.468842280212737
4357,42.487061823956985,26.197946460252915,8.524202673410338,36.49108094274022
