PM10,NO2,NO,NOX,IQA,clusters
13.0,15.48,7.31,20.92,42,0
9.0,7.5,3.19,7.07,17,0
13.0,12.69,5.37,15.32,31,0
15.0,17.5,8.1,24.04,48,1
18.0,13.28,6.01,16.85,36,0
19.0,12.14,5.5,14.99,38,0
20.0,8.42,2.65,7.11,39,0
25.0,4.55,4.64,7.01,49,0
24.0,6.99,3.01,6.83,48,0
14.0,22.68,15.97,41.55,83,2
18.0,20.35,8.22,27.46,55,1
26.0,19.78,13.44,34.91,70,1
19.0,29.9,23.37,59.73,119,2
15.0,16.08,7.19,21.83,44,1
25.0,23.71,12.55,37.28,75,1
23.0,10.31,1.91,8.27,46,0
27.0,5.33,0.73,1.75,54,1
16.0,4.18,0.32,0.02,32,0
21.0,4.07,0.75,0.59,42,0
25.0,3.63,2.13,2.28,50,0
31.0,3.89,2.14,2.55,63,1
33.0,19.54,15.8,38.31,77,1
8.0,28.8,11.65,40.72,81,2
28.0,42.99,19.7,66.51,133,2
42.0,27.25,10.0,36.72,84,3
39.0,30.63,12.49,43.75,87,2
37.0,31.14,9.93,40.31,81,2
37.0,18.39,6.31,22.67,75,1
24.0,6.71,4.09,12.24,48,1
14.0,8.96,2.81,12.31,28,0
16.0,17.88,44.37,84.09,168,4
21.0,19.22,10.86,33.94,68,1
18.0,29.32,21.25,58.99,118,2
22.0,24.08,10.77,38.17,76,1
19.0,35.62,16.19,56.91,114,2
26.0,44.35,24.6,77.7,155,2
25.0,39.9,30.03,82.0,164,4
31.0,32.52,23.4,65.18,130,2
34.0,29.29,12.95,46.22,92,2
30.0,18.29,3.14,32.21,64,1
30.0,10.72,0.93,19.05,60,1
27.0,15.51,8.82,37.33,75,1
21.0,16.02,6.92,35.09,70,1
21.0,23.76,20.4,64.74,129,2
28.0,22.37,13.67,52.63,105,2
25.0,24.5,11.57,52.15,104,2
28.0,29.54,16.66,66.45,133,2
32.0,24.08,5.46,42.25,85,2
32.0,20.43,3.07,33.88,68,1
30.0,10.88,0.58,17.77,61,1
22.0,5.81,0.0,7.01,45,0
25.0,9.14,0.3,10.8,50,1
15.0,21.51,9.32,36.96,74,1
17.0,29.93,12.91,50.86,102,2
28.0,24.18,11.69,43.25,86,2
22.0,29.88,17.78,58.27,117,2
23.0,29.29,11.67,48.32,97,2
17.0,49.82,31.02,98.45,197,4
29.0,52.2,25.64,92.58,185,4
33.0,34.12,7.71,47.07,94,2
32.0,22.59,7.98,35.98,72,1
33.0,18.63,11.15,36.89,74,1
23.0,15.74,4.68,24.09,48,1
23.0,9.84,3.16,15.87,47,1
15.0,25.24,25.78,65.92,132,2
24.0,26.07,19.37,56.91,114,2
24.0,14.13,1.29,17.28,48,1
20.0,13.61,1.28,16.76,40,0
20.0,10.01,0.1,11.36,40,0
14.0,18.03,0.45,19.88,40,0
11.0,20.77,1.3,23.93,48,1
21.0,27.59,9.54,43.37,87,2
19.0,18.91,4.28,26.63,53,1
17.0,18.35,5.29,27.63,55,1
9.0,13.9,2.51,18.46,37,0
8.0,14.83,3.19,20.42,41,0
6.0,22.89,8.18,36.07,72,1
6.0,18.17,5.53,27.33,55,1
11.0,11.82,0.6,13.46,27,0
10.0,16.71,2.59,21.37,43,0
14.0,13.1,0.96,15.28,31,0
13.0,25.08,4.91,33.24,66,1
15.0,29.9,9.24,44.65,89,2
17.0,27.48,6.17,37.55,75,1
19.0,19.43,0.0,20.1,40,0
22.0,10.54,0.04,11.33,45,0
54.0,6.25,0.15,7.25,108,3
27.0,8.74,0.07,9.6,54,1
13.0,36.08,9.46,51.12,102,2
7.0,39.42,13.07,59.98,120,2
3.0,52.99,33.08,104.12,208,4
1.0,57.41,49.02,132.96,266,4
15.0,33.45,16.42,59.18,118,2
19.0,40.87,19.0,70.51,141,2
11.0,44.47,22.86,80.0,160,2
10.0,29.81,8.12,42.85,86,2
18.0,12.71,0.88,14.77,36,0
17.0,6.67,0.35,7.96,34,0
11.0,7.27,0.06,6.12,22,0
7.0,10.37,0.54,9.92,21,0
43.0,34.11,11.03,49.37,99,2
21.0,27.98,6.62,36.56,73,1
11.0,15.54,0.52,14.96,31,0
27.0,28.99,10.33,43.25,86,2
21.0,20.74,3.13,24.09,48,1
18.0,25.28,2.68,27.88,56,1
18.0,20.58,1.04,20.73,41,1
21.0,12.29,0.0,10.98,42,0
14.0,20.81,1.66,21.91,44,1
12.0,12.34,1.19,12.86,26,0
13.0,12.77,0.87,12.78,26,0
10.0,16.96,0.2,15.87,34,0
8.0,28.16,2.23,30.01,60,1
10.0,16.37,0.79,16.21,33,0
8.0,15.88,0.33,15.01,32,0
12.0,50.78,31.38,96.96,194,4
17.0,45.48,19.13,72.96,146,2
17.0,63.9,51.17,140.23,280,4
23.0,63.7,60.57,154.43,309,4
27.0,42.15,16.19,65.18,130,2
26.0,16.59,0.06,15.31,52,1
28.0,16.11,3.13,19.54,57,1
47.0,10.79,0.0,9.47,94,3
23.0,11.62,0.09,10.43,47,1
12.0,34.94,20.45,64.39,129,2
6.0,36.05,19.92,64.66,129,2
3.0,32.63,12.86,50.5,101,2
7.0,39.66,18.68,66.29,133,2
12.0,27.92,6.41,36.01,72,1
9.0,60.16,18.08,85.36,171,4
11.0,60.04,10.74,73.99,148,2
28.0,45.85,7.17,54.68,109,2
25.0,26.11,0.19,24.72,52,1
28.0,16.25,0.0,14.8,55,1
20.0,13.46,0.0,12.08,39,0
17.0,14.82,0.01,13.42,35,0
10.0,39.02,7.5,48.52,97,2
14.0,26.48,6.48,34.71,69,1
10.0,15.3,1.82,16.66,33,0
13.0,20.27,3.63,24.29,49,1
11.0,17.64,1.65,18.69,37,0
10.0,18.91,1.21,19.25,39,0
15.0,24.21,0.33,23.07,48,1
19.0,15.89,0.0,14.45,37,0
12.0,7.62,0.0,6.39,24,0
13.0,5.03,0.0,3.86,26,0
22.0,4.45,0.0,4.03,43,0
16.0,6.92,0.0,6.46,32,0
11.0,21.84,0.7,22.23,44,1
15.0,19.58,2.43,22.65,45,1
19.0,14.45,0.93,15.31,37,0
14.0,14.11,1.34,15.6,31,0
18.0,12.88,0.61,13.27,37,0
20.0,35.79,1.37,36.99,74,1
19.0,32.91,2.22,35.47,71,1
15.0,30.57,1.03,31.33,63,1
16.0,24.74,0.84,25.29,51,1
21.0,17.71,0.37,17.66,42,0
18.0,10.24,0.0,9.73,36,0
11.0,5.47,0.0,5.04,23,0
8.0,16.78,1.41,18.34,37,0
10.0,24.52,11.92,42.06,84,2
11.0,21.08,3.91,26.4,53,1
14.0,14.65,0.62,15.03,30,0
8.0,6.26,0.0,5.81,15,0
13.0,12.71,0.0,12.16,27,0
14.0,14.29,0.0,13.72,29,0
12.0,13.0,0.0,12.45,26,0
7.0,10.43,0.0,9.92,21,0
14.0,13.89,1.56,15.72,31,0
38.0,32.92,14.92,56.37,113,2
19.0,32.49,19.66,63.22,126,2
10.0,35.22,18.27,63.82,128,2
5.0,32.38,12.06,51.46,103,2
11.0,30.68,8.82,44.78,90,2
12.0,56.55,32.38,106.76,214,4
20.0,31.0,2.75,35.8,72,1
31.0,29.99,2.39,34.25,68,1
21.0,17.32,0.15,18.14,42,0
14.0,36.86,25.85,77.08,154,2
18.0,40.59,26.31,81.5,163,4
28.0,24.62,7.38,36.53,73,1
28.0,28.97,13.86,50.8,102,2
23.0,24.92,8.43,38.43,77,1
27.0,34.09,9.86,49.78,100,2
14.0,46.71,20.73,79.06,158,2
13.0,52.31,32.29,102.4,205,4
21.0,37.84,9.97,53.71,107,2
22.0,20.84,2.34,25.02,50,1
24.0,9.29,0.37,9.61,47,0
19.0,17.75,1.33,19.47,39,0
16.0,34.05,14.74,56.2,112,2
16.0,33.85,9.14,47.41,95,2
19.0,33.54,9.51,47.67,95,2
19.0,28.97,11.77,46.62,93,2
24.0,22.94,0.56,23.43,49,1
16.0,46.75,8.44,59.13,118,2
17.0,37.9,16.4,62.56,125,2
21.0,29.22,11.07,45.79,92,2
27.0,19.43,0.66,20.1,53,1
25.0,10.23,0.0,9.98,50,1
19.0,4.96,0.0,4.75,38,0
17.0,8.67,0.79,9.64,34,0
10.0,32.97,22.24,66.64,133,2
14.0,33.0,31.24,80.46,161,2
2.0,25.44,2.29,28.58,57,1
5.0,12.25,0.09,12.12,25,0
6.0,19.35,0.04,19.09,39,0
10.0,15.47,0.1,15.34,31,0
8.0,9.47,0.0,9.23,19,0
7.0,2.74,0.0,2.55,14,0
8.0,1.45,0.0,1.28,17,0
39.0,0.5,0.0,0.33,78,3
19.0,4.39,0.0,4.19,39,0
19.0,14.48,0.09,14.33,39,0
10.0,12.0,0.0,11.74,24,0
9.0,13.39,0.16,13.36,27,0
5.0,14.28,0.37,14.56,29,0
35.0,9.13,0.0,8.89,70,1
17.0,19.65,0.41,19.95,40,0
9.0,21.01,0.2,20.97,42,0
16.0,15.13,0.0,14.84,32,0
8.0,6.8,0.0,6.58,16,0
4.0,7.43,0.22,7.54,15,0
16.0,1.72,0.0,1.34,31,0
8.0,2.15,0.0,1.8,16,0
5.0,7.66,0.0,7.54,15,0
3.0,10.35,0.07,10.44,21,0
1.0,16.73,1.31,19.01,38,0
12.0,13.64,0.02,13.81,28,0
45.0,4.86,0.0,4.62,90,3
22.0,16.27,0.0,16.52,45,1
24.0,13.8,0.03,13.99,47,1
12.0,7.63,0.0,7.51,23,0
12.0,3.54,0.0,3.24,25,0
6.0,3.39,0.05,3.15,12,0
10.0,1.14,0.0,0.74,20,0
5.0,4.54,0.0,4.29,10,0
2.0,28.3,1.66,31.62,63,1
7.0,15.75,1.05,17.59,35,0
3.0,18.23,0.02,18.6,37,0
1.0,21.86,2.26,25.82,52,1
35.0,19.83,0.56,21.09,71,1
18.0,15.14,0.08,15.46,35,0
9.0,16.47,0.0,16.73,33,0
4.0,9.49,0.0,9.45,19,0
9.0,5.01,0.0,4.78,19,0
5.0,1.39,0.0,1.0,9,0
12.0,0.21,0.0,0.9,24,0
6.0,2.13,0.0,3.17,12,0
15.0,15.99,0.8,18.95,38,0
8.0,16.9,1.21,20.54,41,0
14.0,8.97,0.06,10.45,29,0
7.0,14.94,3.43,21.87,44,0
8.0,17.57,1.06,21.0,42,0
11.0,21.2,0.6,24.1,48,1
45.0,32.27,4.13,41.14,90,2
22.0,22.49,0.75,25.71,51,1
11.0,11.28,0.0,12.78,26,0
30.0,3.23,0.0,4.33,60,1
15.0,1.57,0.0,2.59,30,0
10.0,14.22,3.76,21.64,43,0
5.0,46.63,47.4,122.58,245,4
2.0,42.37,36.12,100.81,202,4
1.0,15.27,0.75,18.11,36,0
7.0,10.72,2.18,16.14,32,0
36.0,31.25,4.32,40.75,81,2
18.0,28.5,4.33,37.91,76,1
9.0,16.8,2.8,23.41,47,1
4.0,3.91,0.72,6.82,14,0
34.0,0.76,0.59,3.22,69,1
9.0,3.36,0.89,8.08,17,0
11.0,14.06,3.38,22.91,46,1
5.0,10.74,2.42,18.03,36,0
3.0,9.0,2.99,17.1,34,0
14.0,6.87,2.53,14.22,29,0
9.0,8.27,1.59,14.21,28,0
9.0,13.69,2.79,21.63,43,0
14.0,11.74,1.97,18.36,37,0
27.0,17.39,4.11,27.45,55,1
41.0,2.59,0.8,7.08,82,3
52.0,0.46,0.18,3.14,105,3
44.0,0.06,0.4,3.11,87,3
31.0,1.82,0.77,6.21,62,1
30.0,26.97,6.97,41.69,83,2
56.0,18.35,4.14,28.48,112,3
28.0,23.42,5.23,35.37,71,1
14.0,34.56,8.34,51.6,103,2
15.0,25.73,4.72,36.96,74,1
11.0,28.5,6.24,42.14,84,2
45.0,22.72,3.27,31.65,90,3
22.0,11.63,1.71,17.84,45,1
11.0,2.59,2.55,9.84,22,0
11.0,1.96,2.18,7.21,22,0
6.0,3.2,0.54,3.68,11,0
3.0,5.12,0.78,6.02,12,0
15.0,16.35,3.64,21.97,44,1
8.0,13.41,4.04,19.56,39,0
4.0,10.45,3.16,15.15,30,0
2.0,13.83,5.8,22.7,45,0
10.0,19.24,6.97,30.05,60,1
6.0,42.1,20.93,75.03,150,2
16.0,38.81,12.83,59.22,118,2
24.0,19.41,3.64,25.12,50,1
24.0,9.9,1.06,11.38,47,1
15.0,6.84,0.59,7.5,30,0
13.0,2.52,0.37,2.72,27,0
47.0,3.88,0.24,3.9,93,3
23.0,9.23,1.56,11.45,46,0
11.0,8.96,2.18,12.12,24,0
20.0,14.8,2.97,19.35,41,0
10.0,9.14,2.15,12.26,25,0
7.0,5.63,0.73,6.46,15,0
8.0,10.68,1.51,12.86,26,0
7.0,13.2,1.69,15.74,31,0
6.0,10.09,1.07,11.58,23,0
7.0,5.29,1.03,6.58,14,0
40.0,1.68,0.49,2.03,79,3
22.0,29.71,5.66,38.93,78,1
51.0,33.84,4.56,41.27,101,2
25.0,47.31,8.3,60.08,120,2
12.0,21.78,3.41,27.79,56,1
27.0,19.76,3.31,25.67,55,1
14.0,7.15,1.88,11.24,27,0
23.0,10.67,3.56,17.22,46,1
11.0,4.29,3.02,12.75,26,0
6.0,9.29,2.78,17.53,35,0
3.0,39.11,16.76,69.57,139,2
1.0,15.78,6.24,29.5,59,1
0.2,4.14,2.88,12.39,25,0
21.0,6.63,4.14,16.87,43,0
16.0,16.93,4.81,28.48,57,1
11.0,26.76,7.25,42.31,85,2
13.0,19.88,5.06,31.9,64,1
13.0,17.23,5.02,29.11,58,1
11.0,1.9,2.24,9.11,23,0
15.0,0.88,1.87,7.39,30,0
8.0,0.06,1.38,4.75,17,0
7.0,10.55,6.61,24.64,49,1
41.0,20.25,4.76,31.81,82,3
20.0,16.56,5.01,28.41,57,1
10.0,12.99,4.87,24.53,49,1
5.0,9.65,3.83,19.5,39,0
6.0,26.92,4.83,38.77,78,1
6.0,11.5,3.36,20.67,41,0
16.0,9.19,3.3,18.22,36,0
14.0,7.37,2.68,15.39,31,0
10.0,3.84,2.37,11.3,23,0
14.0,4.72,2.29,11.97,27,0
45.0,2.85,2.21,8.48,90,3
22.0,2.75,2.49,8.82,45,0
11.0,8.12,4.78,17.82,36,0
10.0,10.72,4.88,20.64,41,0
5.0,6.74,2.86,13.47,27,0
2.0,15.34,5.01,25.58,51,1
7.0,5.7,2.64,12.06,24,0
9.0,5.05,2.4,11.03,22,0
8.0,7.52,3.5,15.25,30,0
9.0,3.79,2.19,9.42,19,0
13.0,1.19,2.31,6.79,26,0
13.0,0.55,1.87,4.32,25,0
8.0,0.94,2.06,5.83,15,0
7.0,15.82,8.39,31.26,63,1
11.0,14.17,6.29,26.34,53,1
11.0,9.06,5.71,20.22,40,0
12.0,13.38,9.09,29.83,60,1
7.0,13.61,5.13,23.98,48,1
11.0,20.82,6.81,33.96,68,1
19.0,23.36,7.67,37.87,76,1
12.0,11.93,4.25,20.92,42,0
8.0,4.37,2.86,11.05,22,0
15.0,1.76,2.51,7.62,31,0
44.0,2.63,2.18,7.06,88,3
22.0,4.74,2.51,9.7,44,0
11.0,21.86,9.49,37.7,75,1
5.0,21.03,9.91,37.51,75,1
3.0,12.32,6.73,23.82,48,1
1.0,20.68,12.95,41.81,84,2
8.0,18.71,6.56,30.02,60,1
10.0,29.9,8.94,44.98,90,2
11.0,26.54,7.0,38.61,77,1
16.0,19.37,4.81,28.0,56,1
9.0,10.56,3.05,16.41,33,0
12.0,9.7,2.95,15.39,31,0
8.0,2.61,2.1,6.91,16,0
7.0,7.23,1.91,11.28,23,0
6.0,42.83,13.37,64.85,130,2
18.0,30.73,12.37,51.08,102,2
18.0,16.21,6.28,27.07,54,1
13.0,18.11,9.41,33.79,68,1
11.0,16.46,5.51,26.14,52,1
15.0,27.59,9.28,43.17,86,2
9.0,30.91,10.0,47.63,95,2
13.0,25.06,3.93,32.41,65,1
14.0,18.75,2.91,24.47,49,1
16.0,7.3,2.64,12.48,31,0
13.0,5.04,2.74,10.75,26,0
9.0,15.42,3.4,22.27,45,1
9.0,45.51,33.66,99.14,198,4
23.0,30.26,19.87,62.55,125,2
21.0,20.31,10.03,37.38,75,1
18.0,24.72,11.9,44.73,89,2
14.0,24.27,10.58,42.24,84,2
11.0,58.17,33.42,111.59,223,4
21.0,35.53,9.99,52.75,106,2
30.0,18.82,3.3,25.56,59,1
19.0,10.69,2.14,15.55,37,0
18.0,5.23,2.97,11.29,36,0
13.0,1.49,2.17,6.27,27,0
45.0,7.42,2.26,12.43,89,3
22.0,19.07,4.3,27.35,55,1
11.0,20.03,5.18,29.67,59,1
5.0,15.34,5.81,25.89,52,1
3.0,14.79,8.7,29.76,60,1
8.0,16.78,7.28,29.6,59,1
6.0,25.02,3.77,32.55,65,1
14.0,25.34,3.75,32.85,66,1
17.0,7.42,4.81,16.33,35,0
23.0,0.97,2.54,6.12,46,0
15.0,0.1,1.94,3.7,30,0
14.0,0.64,1.82,3.73,27,0
14.0,2.42,2.35,6.52,28,0
9.0,5.71,2.98,10.83,22,0
9.0,10.49,8.83,24.66,49,1
13.0,9.46,6.13,19.48,39,0
7.0,10.08,6.24,20.27,41,0
9.0,7.5,3.72,13.78,28,0
10.0,12.66,5.89,22.37,45,0
7.0,13.18,4.98,21.51,43,0
12.0,10.76,4.55,18.39,37,0
14.0,8.78,3.12,14.17,28,0
43.0,5.43,2.51,9.82,87,3
22.0,1.78,2.12,5.5,43,0
20.0,6.49,1.96,10.07,40,0
10.0,8.52,1.82,11.91,24,0
5.0,10.15,3.57,16.27,33,0
2.0,6.94,3.19,12.4,25,0
1.0,14.26,2.93,19.48,39,0
13.0,10.25,1.94,13.86,28,0
9.0,19.68,3.13,25.31,51,1
18.0,19.88,4.1,27.0,54,1
14.0,33.17,5.84,43.21,86,2
15.0,17.58,3.63,23.93,48,1
12.0,8.52,2.16,12.44,25,0
16.0,6.99,3.41,13.73,33,0
17.0,18.61,10.93,37.35,75,1
11.0,43.34,59.9,138.16,276,4
25.0,42.93,114.57,221.56,443,4
25.0,21.43,6.94,34.17,68,1
34.0,21.1,9.08,37.1,74,1
21.0,26.47,7.16,39.74,79,1
28.0,33.82,13.22,56.68,113,2
21.0,45.75,27.89,91.59,183,4
23.0,54.14,41.27,120.82,242,4
30.0,30.56,6.49,42.96,86,2
42.0,14.76,2.96,21.13,84,3
39.0,5.84,1.97,10.33,78,3
41.0,12.26,3.51,19.37,82,3
31.0,34.31,45.94,107.35,215,4
24.0,40.99,68.03,148.18,296,4
41.0,10.55,8.92,25.88,81,3
25.0,20.66,17.48,49.53,99,2
15.0,20.32,11.7,40.3,81,1
17.0,59.94,43.57,130.38,261,4
23.0,44.71,30.1,93.89,188,4
29.0,34.31,11.49,54.53,109,2
37.0,25.75,5.01,35.7,73,1
35.0,8.77,2.58,14.31,70,1
27.0,5.62,1.61,8.93,54,1
15.0,11.1,4.72,19.34,39,0
14.0,40.24,22.01,75.91,152,2
16.0,29.59,15.99,55.69,111,2
17.0,23.42,13.13,44.94,90,2
17.0,30.67,19.26,61.83,124,2
16.0,27.0,11.17,45.64,91,2
47.0,45.24,15.29,70.75,141,2
24.0,39.48,9.15,55.4,111,2
12.0,34.06,7.05,46.58,93,2
8.0,24.76,3.66,31.81,64,1
27.0,23.39,6.6,34.9,70,1
22.0,13.51,2.58,18.56,43,1
22.0,16.44,4.2,24.05,48,1
20.0,31.69,14.62,55.76,112,2
26.0,33.91,16.42,60.81,122,2
17.0,15.48,6.77,27.01,54,1
14.0,10.28,4.01,17.43,35,0
12.0,36.34,27.06,79.61,159,2
14.0,27.96,5.69,38.22,76,1
16.0,27.56,5.95,38.22,76,1
20.0,23.5,4.3,31.5,63,1
24.0,11.81,2.5,16.68,47,1
19.0,7.22,2.14,11.4,39,0
17.0,8.23,4.97,16.86,34,0
9.0,5.32,1.94,9.23,18,0
46.0,11.83,2.79,17.23,92,3
23.0,14.5,5.22,23.72,47,1
11.0,4.58,2.94,10.01,23,0
6.0,6.65,3.16,12.48,25,0
6.0,9.27,2.73,14.51,29,0
6.0,24.71,3.76,31.98,64,1
5.0,17.33,3.32,23.72,47,1
15.0,7.83,2.52,12.7,30,0
18.0,7.95,1.72,11.6,37,0
16.0,12.51,3.48,18.99,38,0
39.0,2.05,1.47,5.15,78,3
21.0,0.24,1.52,3.07,42,0
17.0,1.25,1.64,4.56,34,0
12.0,2.81,2.26,7.13,23,0
6.0,4.49,2.66,9.47,19,0
10.0,8.96,3.81,15.84,32,0
9.0,3.45,2.11,7.57,19,0
13.0,5.67,2.27,10.1,27,0
14.0,13.39,2.76,18.8,38,0
21.0,16.86,3.62,23.68,47,1
14.0,9.07,4.13,16.45,33,0
17.0,18.13,9.16,33.49,67,1
19.0,1.22,2.29,6.71,39,0
19.0,1.46,2.1,6.59,39,0
18.0,5.52,1.85,10.52,37,0
15.0,7.92,3.41,15.4,31,0
21.0,2.51,2.51,8.4,43,0
14.0,11.26,3.54,19.05,38,0
20.0,7.43,2.13,12.93,40,0
23.0,7.09,2.35,12.91,47,1
19.0,14.15,3.1,21.37,43,1
19.0,11.71,2.84,18.45,38,0
20.0,4.3,2.07,9.59,40,0
18.0,4.78,2.96,11.45,37,0
14.0,0.87,2.5,6.42,28,0
9.0,18.9,6.54,31.56,63,1
45.0,24.33,15.99,51.69,103,2
22.0,17.35,12.69,39.39,79,1
11.0,12.67,9.07,29.0,58,1
11.0,17.64,10.23,35.92,72,1
16.0,38.24,33.28,92.6,185,4
19.0,31.91,22.42,69.39,139,2
26.0,30.46,40.56,95.7,191,4
25.0,19.29,10.21,37.6,75,1
24.0,10.2,4.24,19.03,48,1
20.0,2.99,2.15,6.85,40,0
50.0,10.79,6.14,20.97,99,3
25.0,19.39,22.63,55.07,110,2
12.0,29.49,38.89,90.34,181,4
6.0,26.92,23.38,63.92,128,2
3.0,17.85,9.63,33.55,67,1
16.0,18.05,5.1,26.81,54,1
19.0,31.31,5.37,40.81,82,2
18.0,37.3,10.55,54.89,110,2
29.0,33.7,8.39,47.89,96,2
38.0,17.36,4.53,25.23,76,1
37.0,8.31,2.68,13.12,74,1
25.0,3.43,2.24,7.44,51,1
29.0,12.7,8.66,26.79,57,1
17.0,27.84,10.98,45.86,92,2
11.0,26.79,25.5,67.05,134,2
21.0,13.61,7.58,26.06,52,1
14.0,9.95,4.34,17.35,35,0
11.0,11.72,4.56,19.49,39,0
13.0,26.32,3.82,33.32,67,1
20.0,26.15,4.54,34.26,69,1
19.0,21.14,2.85,26.53,53,1
19.0,11.38,2.29,15.67,39,0
22.0,5.68,2.44,10.06,45,0
18.0,4.46,2.22,8.54,36,0
21.0,5.54,2.08,9.43,42,0
24.0,24.2,7.51,36.66,73,1
23.0,17.74,7.72,30.44,61,1
22.0,10.01,6.13,20.16,45,1
19.0,9.8,5.92,19.62,39,0
13.0,9.84,3.31,15.67,31,0
21.0,13.65,3.7,20.13,41,0
17.0,14.09,2.88,19.3,39,0
18.0,11.9,2.66,16.76,36,0
24.0,8.96,2.52,13.57,48,1
16.0,4.4,2.21,8.47,33,0
21.0,0.94,1.78,4.26,43,0
