Parm;PM10;NO2;NO;NOX;IQA;starnuti;tosse;asma;difficolta_respiratorie;mal_di_testa;sonnolenza;occhi_gonfi;lacrimazione;gola_irritata;prurito
26/9/21 8.00 AM;12.94;17.70;3.24;25.04;26;0;0;0;0;0;0;0;0;0;0
26/9/21 10.00 AM;6.35;18.02;2.44;24.16;13;0;0;0;0;0;0;0;0;0;0
26/9/21 12.00 PM;3.17;18.08;3.24;25.44;13;0;0;0;0;0;0;0;0;0;0
26/9/21 2.00 PM;9.77;5.88;1.24;9.82;20;0;0;0;0;0;0;0;0;0;0
26/9/21 4.00 PM;13.19;5.95;1.57;10.39;26;0;0;0;0;0;0;0;0;0;0
26/9/21 6.00 PM;13.68;15.92;2.48;22.06;27;0;0;0;0;0;0;0;0;0;0
26/9/21 8.00 PM;10.74;22.50;2.70;29.16;21;0;0;0;0;0;0;0;0;0;0
26/9/21 10.00 PM;11.72;8.82;1.06;12.57;23;0;0;0;0;0;0;0;0;0;0
27/9/21 12.00 AM;22.95;5.49;0.70;8.58;46;0;0;0;0;0;0;0;0;0;0
27/9/21 2.00 AM;21.25;4.45;0.69;7.51;42;0;0;0;0;0;0;0;0;0;0
27/9/21 4.00 AM;15.38;4.96;1.08;7.67;31;0;0;0;0;0;0;0;0;0;0
27/9/21 6.00 AM;18.07;18.70;1.52;22.45;36;0;0;0;0;0;0;0;0;0;0
27/9/21 8.00 AM;18.56;47.10;33.06;99.94;50;0;0;0;0;0;0;0;0;0;0
27/9/21 10.00 AM;34.92;24.50;3.78;31.86;70;0;0;0;0;0;0;0;0;0;0
27/9/21 12.00 PM;47.86;30.67;8.47;45.38;96;0;0;0;0;0;0;0;0;0;0
27/9/21 2.00 PM;38.34;32.00;3.47;39.09;77;0;0;0;0;0;0;0;0;0;0
27/9/21 4.00 PM;41.27;21.10;3.41;27.81;83;0;0;0;0;0;0;0;0;0;0
27/9/21 6.00 PM;35.90;52.19;8.20;67.04;72;0;0;0;0;0;0;0;0;0;0
27/9/21 8.00 PM;38.34;34.31;3.20;41.03;77;0;0;0;0;0;0;0;0;0;0
27/9/21 10.00 PM;52.26;9.62;1.06;12.44;105;0;0;0;0;0;0;0;0;0;0
28/9/21 12.00 AM;49.08;8.43;0.75;10.74;98;0;0;0;0;0;0;0;0;0;0
28/9/21 2.00 AM;46.64;3.43;0.82;5.71;93;0;0;0;0;0;0;0;0;0;0
28/9/21 4.00 AM;36.63;7.47;0.95;10.06;73;0;0;0;0;0;0;0;0;0;0
28/9/21 6.00 AM;32.23;13.19;4.07;20.71;64;0;0;0;0;0;0;0;0;0;0
28/9/21 8.00 AM;20.27;23.47;9.16;39.05;41;0;0;0;0;0;0;0;0;0;0
28/9/21 10.00 AM;27.84;9.68;3.78;16.66;56;0;0;0;0;0;0;0;0;0;0
28/9/21 12.00 PM;29.06;15.61;6.14;26.36;58;0;0;0;0;0;0;0;0;0;0
28/9/21 2.00 PM;26.13;7.96;2.39;12.77;52;0;0;0;0;0;0;0;0;0;0
28/9/21 4.00 PM;28.57;12.63;3.42;19.13;57;0;0;0;0;0;0;0;0;0;0
28/9/21 6.00 PM;37.85;14.94;4.44;23.06;76;0;0;0;0;0;0;0;0;0;0
28/9/21 8.00 PM;25.15;13.47;2.60;18.73;50;0;0;0;0;0;0;0;0;0;0
28/9/21 10.00 PM;24.91;8.13;1.07;10.92;50;0;0;0;0;0;0;0;0;0;0
29/9/21 12.00 AM;23.20;3.79;0.94;6.26;46;0;0;0;0;0;0;0;0;0;0
29/9/21 2.00 AM;18.80;2.10;0.82;4.34;38;0;0;0;0;0;0;0;0;0;0
29/9/21 4.00 AM;13.92;3.92;0.83;5.77;28;0;0;0;0;0;0;0;0;0;0
29/9/21 6.00 AM;24.18;13.55;1.58;16.62;48;0;0;0;0;0;0;0;0;0;0
29/9/21 8.00 AM;14.90;28.15;6.78;39.31;30;0;0;0;0;0;0;0;0;0;0
29/9/21 10.00 AM;22.47;23.16;5.34;32.07;45;0;0;0;0;0;0;0;0;0;0
29/9/21 12.00 PM;21.73;31.36;13.62;53.04;43;0;0;0;0;0;0;0;0;0;0
29/9/21 2.00 PM;16.61;10.24;2.71;15.02;33;0;0;0;0;0;0;0;0;0;0
29/9/21 4.00 PM;9.04;12.13;2.83;17.12;18;0;0;0;0;0;0;0;0;0;0
29/9/21 6.00 PM;11.23;21.22;8.45;34.89;22;0;0;0;0;0;0;0;0;0;0
29/9/21 8.00 PM;16.12;17.29;5.13;25.84;32;0;0;0;0;0;0;0;0;0;0
29/9/21 10.00 PM;23.20;23.12;2.23;27.27;46;0;0;0;0;0;0;0;0;0;0
30/9/21 12.00 AM;27.59;13.70;1.22;16.23;55;0;0;0;0;0;0;0;0;0;0
30/9/21 2.00 AM;18.32;7.75;0.77;9.54;37;0;0;0;0;0;0;0;0;0;0
30/9/21 4.00 AM;43.22;6.20;0.70;7.86;86;0;0;0;0;0;0;0;0;0;0
30/9/21 6.00 AM;21.49;16.38;2.28;20.56;43;0;0;0;0;0;0;0;0;0;0
30/9/21 8.00 AM;10.74;33.85;13.89;55.96;28;0;0;0;0;0;0;0;0;0;0
30/9/21 10.00 AM;13.43;20.45;6.02;30.39;27;0;0;0;0;0;0;0;0;0;0
30/9/21 12.00 PM;26.13;22.18;8.93;36.59;52;0;0;0;0;0;0;0;0;0;0
30/9/21 2.00 PM;14.90;8.69;2.34;12.89;30;0;0;0;0;0;0;0;0;0;0
30/9/21 4.00 PM;46.15;14.49;5.11;22.98;92;0;0;0;0;0;0;0;0;0;0
30/9/21 6.00 PM;22.95;18.83;5.29;27.63;46;0;0;0;0;0;0;0;0;0;0
30/9/21 8.00 PM;11.48;21.00;5.97;30.87;23;0;0;0;0;0;0;0;0;0;0
30/9/21 10.00 PM;5.86;8.79;2.03;12.50;12;0;0;0;0;0;0;0;0;0;0
1/10/21 12.00 AM;17.09;7.18;0.95;9.23;34;0;0;0;0;0;0;0;0;0;0
1/10/21 2.00 AM;14.90;4.28;0.74;5.98;30;0;0;0;0;0;0;0;0;0;0
1/10/21 4.00 AM;14.16;3.30;0.60;4.56;28;0;0;0;0;0;0;0;0;0;0
1/10/21 6.00 AM;7.81;11.53;1.60;14.30;16;0;0;0;0;0;0;0;0;0;0
1/10/21 8.00 AM;6.11;28.34;8.02;40.91;20;0;0;0;0;0;0;0;0;0;0
1/10/21 10.00 AM;18.07;14.79;6.12;24.49;36;0;0;0;0;0;0;0;0;0;0
1/10/21 12.00 PM;22.47;19.66;10.82;36.54;45;0;0;0;0;0;0;0;0;0;0
1/10/21 2.00 PM;17.83;12.37;4.22;19.15;36;0;0;0;0;0;0;0;0;0;0
1/10/21 4.00 PM;16.61;10.92;3.63;16.80;33;0;0;0;0;0;0;0;0;0;0
1/10/21 6.00 PM;12.70;21.85;6.65;32.34;25;0;0;0;0;0;0;0;0;0;0
1/10/21 8.00 PM;43.96;38.29;5.68;47.28;88;0;0;0;0;0;0;0;0;0;0
1/10/21 10.00 PM;21.98;21.97;1.73;24.91;44;0;0;0;0;0;0;0;0;0;0
2/10/21 12.00 AM;10.99;10.83;0.99;12.67;22;0;0;0;0;0;0;0;0;0;0
2/10/21 2.00 AM;5.62;5.24;0.68;6.61;11;0;0;0;0;0;0;0;0;0;0
2/10/21 4.00 AM;2.93;4.40;0.75;5.87;6;0;0;0;0;0;0;0;0;0;0
2/10/21 6.00 AM;1.22;11.93;2.06;15.41;8;0;0;0;0;0;0;0;0;0;0
2/10/21 8.00 AM;36.14;20.17;6.75;30.81;72;0;0;0;0;0;0;0;0;0;0
2/10/21 10.00 AM;18.07;9.52;3.12;14.62;36;0;0;0;0;0;0;0;0;0;0
2/10/21 12.00 PM;9.04;18.89;5.90;28.23;18;0;0;0;0;0;0;0;0;0;0
2/10/21 2.00 PM;36.63;9.69;3.32;15.10;73;0;0;0;0;0;0;0;0;0;0
2/10/21 4.00 PM;54.70;8.27;2.94;13.10;109;0;0;0;0;0;0;0;0;0;0
2/10/21 6.00 PM;27.35;17.70;5.72;26.77;55;0;0;0;0;0;0;0;0;0;0
2/10/21 8.00 PM;13.68;26.39;3.41;31.91;27;0;0;0;0;0;0;0;0;0;0
2/10/21 10.00 PM;6.84;21.89;1.76;24.88;14;0;0;0;0;0;0;0;0;0;0
3/10/21 12.00 AM;3.42;21.13;2.09;24.63;12;0;0;0;0;0;0;0;0;0;0
3/10/21 2.00 AM;15.38;9.87;1.39;12.31;31;0;0;0;0;0;0;0;0;0;0
3/10/21 4.00 AM;13.92;7.17;1.12;9.83;28;0;0;0;0;0;0;0;0;0;0
3/10/21 6.00 AM;13.68;7.53;1.15;10.23;27;0;0;0;0;0;0;0;0;0;0
3/10/21 8.00 AM;10.26;12.58;2.49;17.34;21;0;0;0;0;0;0;0;0;0;0
3/10/21 10.00 AM;19.78;12.35;2.60;17.28;40;0;0;0;0;0;0;0;0;0;0
3/10/21 12.00 PM;21.73;10.83;2.95;16.29;43;0;0;0;0;0;0;0;0;0;0
3/10/21 2.00 PM;16.61;5.51;1.62;8.93;33;0;0;0;0;0;0;0;0;0;0
3/10/21 4.00 PM;10.74;6.28;1.64;9.74;21;0;0;0;0;0;0;0;0;0;0
3/10/21 6.00 PM;15.63;11.90;2.13;16.10;31;0;0;0;0;0;0;0;0;0;0
3/10/21 8.00 PM;14.16;13.75;2.30;18.22;28;0;0;0;0;0;0;0;0;0;0
3/10/21 10.00 PM;10.50;7.40;1.03;9.92;21;0;0;0;0;0;0;0;0;0;0
4/10/21 12.00 AM;17.83;2.56;0.71;4.58;36;0;0;0;0;0;0;0;0;0;0
4/10/21 2.00 AM;12.94;1.24;0.61;3.10;26;0;0;0;0;0;0;0;0;0;0
4/10/21 4.00 AM;14.41;7.01;2.55;11.85;29;0;0;0;0;0;0;0;0;0;0
4/10/21 6.00 AM;9.77;26.21;10.25;42.88;21;0;0;0;0;0;0;0;0;0;0
4/10/21 8.00 AM;13.68;37.20;36.91;94.75;47;0;0;0;0;0;0;0;0;0;0
4/10/21 10.00 AM;22.47;9.08;2.47;13.81;45;0;0;0;0;0;0;0;0;0;0
4/10/21 12.00 PM;19.54;10.84;3.25;16.76;39;0;0;0;0;0;0;0;0;0;0
4/10/21 2.00 PM;9.77;5.85;1.82;9.59;20;0;0;0;0;0;0;0;0;0;0
4/10/21 4.00 PM;10.50;6.19;1.38;9.24;21;0;0;0;0;0;0;0;0;0;0
4/10/21 6.00 PM;6.84;9.64;1.81;13.36;14;0;0;0;0;0;0;0;0;0;0
4/10/21 8.00 PM;17.34;9.23;1.44;12.37;35;0;0;0;0;0;0;0;0;0;0
4/10/21 10.00 PM;20.51;3.10;0.69;5.09;41;0;0;0;0;0;0;0;0;0;0
5/10/21 12.00 AM;16.61;1.07;0.65;2.89;33;0;0;0;0;0;0;0;0;0;0
5/10/21 2.00 AM;13.43;3.91;2.29;8.36;27;0;0;0;0;0;0;0;0;0;0
5/10/21 4.00 AM;18.80;6.28;4.79;14.52;38;0;0;0;0;0;0;0;0;0;0
5/10/21 6.00 AM;18.32;18.37;5.51;27.64;37;0;0;0;0;0;0;0;0;0;0
5/10/21 8.00 AM;12.21;33.47;16.88;60.09;30;0;0;0;0;0;0;0;0;0;0
5/10/21 10.00 AM;28.08;21.63;6.77;32.81;56;0;0;0;0;0;0;0;0;0;0
5/10/21 12.00 PM;18.07;20.48;7.48;32.76;36;0;0;0;0;0;0;0;0;0;0
5/10/21 2.00 PM;43.22;13.02;2.35;17.48;86;0;0;0;0;0;0;0;0;0;0
5/10/21 4.00 PM;66.42;8.26;1.35;11.22;133;0;0;0;0;0;0;0;0;0;0
5/10/21 6.00 PM;33.21;13.78;1.83;17.43;66;0;0;0;0;0;0;0;0;0;0
5/10/21 8.00 PM;16.61;22.59;2.23;26.81;33;0;0;0;0;0;0;0;0;0;0
5/10/21 10.00 PM;8.30;10.93;1.11;13.50;17;0;0;0;0;0;0;0;0;0;0
6/10/21 12.00 AM;9.04;6.06;0.93;8.39;18;0;0;0;0;0;0;0;0;0;0
6/10/21 2.00 AM;5.37;6.12;1.18;8.83;11;0;0;0;0;0;0;0;0;0;0
6/10/21 4.00 AM;33.94;4.07;1.05;6.59;68;0;0;0;0;0;0;0;0;0;0
6/10/21 6.00 AM;16.85;13.30;1.99;17.21;34;0;0;0;0;0;0;0;0;0;0
6/10/21 8.00 AM;8.30;33.20;10.99;50.78;25;0;0;0;0;0;0;0;0;0;0
6/10/21 10.00 AM;4.15;10.34;2.80;15.51;8;0;0;0;0;0;0;0;0;0;0
6/10/21 12.00 PM;12.21;24.51;9.09;39.24;24;0;0;0;0;0;0;0;0;0;0
6/10/21 2.00 PM;8.06;14.55;3.44;20.67;16;0;0;0;0;0;0;0;0;0;0
6/10/21 4.00 PM;13.68;13.15;3.99;20.12;27;0;0;0;0;0;0;0;0;0;0
6/10/21 6.00 PM;16.85;23.79;5.63;33.21;34;0;0;0;0;0;0;0;0;0;0
6/10/21 8.00 PM;16.12;30.38;6.94;41.78;32;0;0;0;0;0;0;0;0;0;0
6/10/21 10.00 PM;21.00;12.24;1.09;14.77;42;0;0;0;0;0;0;0;0;0;0
7/10/21 12.00 AM;18.07;10.15;1.06;12.65;36;0;0;0;0;0;0;0;0;0;0
7/10/21 2.00 AM;16.12;6.26;0.87;8.49;32;0;0;0;0;0;0;0;0;0;0
7/10/21 4.00 AM;53.24;12.92;1.98;17.11;106;0;0;0;0;0;0;0;0;0;0
7/10/21 6.00 AM;26.62;9.77;3.14;15.68;53;0;0;0;0;0;0;0;0;0;0
7/10/21 8.00 AM;13.19;22.54;7.89;35.95;26;0;0;0;0;0;0;0;0;0;0
7/10/21 10.00 AM;17.09;22.45;7.35;35.04;34;0;0;0;0;0;0;0;0;0;0
7/10/21 12.00 PM;8.55;21.89;10.44;39.20;20;0;0;0;0;0;0;0;0;0;0
7/10/21 2.00 PM;11.97;12.32;3.73;19.18;24;0;0;0;0;0;0;0;0;0;0
7/10/21 4.00 PM;9.28;11.22;3.54;17.78;19;0;0;0;0;0;0;0;0;0;0
7/10/21 6.00 PM;8.55;17.23;6.05;27.73;17;0;0;0;0;0;0;0;0;0;0
7/10/21 8.00 PM;10.26;26.85;2.40;31.92;21;0;0;0;0;0;0;0;0;0;0
7/10/21 10.00 PM;13.92;10.78;1.85;14.74;28;0;0;0;0;0;0;0;0;0;0
8/10/21 12.00 AM;14.65;8.41;1.34;11.55;29;0;0;0;0;0;0;0;0;0;0
8/10/21 2.00 AM;17.83;4.48;0.60;6.41;36;0;0;0;0;0;0;0;0;0;0
8/10/21 4.00 AM;10.26;3.40;0.72;5.50;21;0;0;0;0;0;0;0;0;0;0
8/10/21 6.00 AM;6.35;11.72;1.89;15.75;13;0;0;0;0;0;0;0;0;0;0
8/10/21 8.00 AM;39.80;29.76;7.71;43.03;80;0;0;0;0;0;0;0;0;0;0
8/10/21 10.00 AM;19.78;19.78;3.60;26.57;40;0;0;0;0;0;0;0;0;0;0
8/10/21 12.00 PM;9.77;23.75;10.41;41.05;21;0;0;0;0;0;0;0;0;0;0
8/10/21 2.00 PM;4.88;19.94;5.04;28.94;14;0;0;0;0;0;0;0;0;0;0
8/10/21 4.00 PM;6.11;15.31;5.84;25.46;13;0;0;0;0;0;0;0;0;0;0
8/10/21 6.00 PM;8.55;35.66;6.09;46.54;23;0;0;0;0;0;0;0;0;0;0
8/10/21 8.00 PM;12.94;25.70;4.92;34.63;26;0;0;0;0;0;0;0;0;0;0
8/10/21 10.00 PM;11.72;10.63;1.51;14.06;23;0;0;0;0;0;0;0;0;0;0
9/10/21 12.00 AM;7.81;5.35;0.87;7.72;16;0;0;0;0;0;0;0;0;0;0
9/10/21 2.00 AM;5.62;2.62;1.09;5.27;11;0;0;0;0;0;0;0;0;0;0
9/10/21 4.00 AM;47.13;5.68;2.33;10.23;94;0;0;0;0;0;0;0;0;0;0
9/10/21 6.00 AM;23.44;16.21;1.62;19.78;47;0;0;0;0;0;0;0;0;0;0
9/10/21 8.00 AM;11.72;14.70;3.16;20.62;23;0;0;0;0;0;0;0;0;0;0
9/10/21 10.00 AM;12.94;14.81;7.22;26.96;26;0;0;0;0;0;0;0;0;0;0
9/10/21 12.00 PM;6.35;12.53;6.19;23.07;13;0;0;0;0;0;0;0;0;0;0
9/10/21 2.00 PM;5.37;9.71;2.53;14.60;11;0;0;0;0;0;0;0;0;0;0
9/10/21 4.00 PM;39.07;7.11;2.74;12.30;78;0;0;0;0;0;0;0;0;0;0
9/10/21 6.00 PM;19.54;16.05;7.83;29.13;39;0;0;0;0;0;0;0;0;0;0
9/10/21 8.00 PM;17.58;19.03;6.63;30.31;35;0;0;0;0;0;0;0;0;0;0
9/10/21 10.00 PM;8.79;11.38;1.62;14.91;18;0;0;0;0;0;0;0;0;0;0
10/10/21 12.00 AM;4.40;6.04;1.41;9.19;9;0;0;0;0;0;0;0;0;0;0
10/10/21 2.00 AM;2.20;3.99;1.39;7.10;4;0;0;0;0;0;0;0;0;0;0
10/10/21 4.00 AM;3.42;2.71;1.14;5.41;7;0;0;0;0;0;0;0;0;0;0
10/10/21 6.00 AM;1.71;3.82;1.65;7.32;4;0;0;0;0;0;0;0;0;0;0
10/10/21 8.00 AM;7.81;3.93;1.41;7.07;16;0;0;0;0;0;0;0;0;0;0
10/10/21 10.00 AM;3.91;7.16;2.47;11.95;8;0;0;0;0;0;0;0;0;0;0
10/10/21 12.00 PM;2.93;9.02;2.82;14.37;7;0;0;0;0;0;0;0;0;0;0
10/10/21 2.00 PM;1.47;6.19;1.57;9.60;5;0;0;0;0;0;0;0;0;0;0
10/10/21 4.00 PM;38.10;5.09;1.27;8.01;76;0;0;0;0;0;0;0;0;0;0
10/10/21 6.00 PM;19.05;6.48;1.99;10.54;38;0;0;0;0;0;0;0;0;0;0
10/10/21 8.00 PM;9.52;6.70;1.82;10.49;19;0;0;0;0;0;0;0;0;0;0
10/10/21 10.00 PM;5.86;4.20;1.54;7.53;12;0;0;0;0;0;0;0;0;0;0
11/10/21 12.00 AM;2.93;2.51;1.22;5.33;6;0;0;0;0;0;0;0;0;0;0
11/10/21 2.00 AM;1.47;1.78;1.22;4.60;3;0;0;0;0;0;0;0;0;0;0
11/10/21 4.00 AM;3.42;0.85;1.09;4.11;7;0;0;0;0;0;0;0;0;0;0
11/10/21 6.00 AM;1.71;7.35;2.37;12.72;6;0;0;0;0;0;0;0;0;0;0
11/10/21 8.00 AM;9.28;20.32;11.33;39.66;20;0;0;0;0;0;0;0;0;0;0
11/10/21 10.00 AM;4.64;10.92;5.20;20.69;10;0;0;0;0;0;0;0;0;0;0
11/10/21 12.00 PM;5.37;13.36;5.52;23.66;12;0;0;0;0;0;0;0;0;0;0
11/10/21 2.00 PM;2.69;14.22;7.44;27.49;14;0;0;0;0;0;0;0;0;0;0
11/10/21 4.00 PM;2.44;14.42;5.43;24.61;12;0;0;0;0;0;0;0;0;0;0
11/10/21 6.00 PM;3.42;28.61;7.75;42.61;21;0;0;0;0;0;0;0;0;0;0
11/10/21 8.00 PM;41.76;28.43;2.61;34.56;84;0;0;0;0;0;0;0;0;0;0
11/10/21 10.00 PM;20.76;13.84;1.94;18.66;42;0;0;0;0;0;0;0;0;0;0
12/10/21 12.00 AM;10.26;6.07;1.45;10.02;21;0;0;0;0;0;0;0;0;0;0
12/10/21 2.00 AM;18.56;3.45;1.21;6.97;37;0;0;0;0;0;0;0;0;0;0
12/10/21 4.00 AM;9.28;3.12;1.01;6.33;19;0;0;0;0;0;0;0;0;0;0
12/10/21 6.00 AM;4.64;8.20;1.46;12.19;9;0;0;0;0;0;0;0;0;0;0
12/10/21 8.00 AM;13.43;20.10;5.91;31.12;27;0;0;0;0;0;0;0;0;0;0
12/10/21 10.00 AM;6.59;12.24;3.13;18.87;13;0;0;0;0;0;0;0;0;0;0
12/10/21 12.00 PM;3.17;11.53;4.14;19.69;10;0;0;0;0;0;0;0;0;0;0
12/10/21 2.00 PM;7.81;14.12;4.61;23.04;16;0;0;0;0;0;0;0;0;0;0
12/10/21 4.00 PM;8.06;15.15;4.49;23.91;16;0;0;0;0;0;0;0;0;0;0
12/10/21 6.00 PM;9.77;25.80;5.52;36.33;20;0;0;0;0;0;0;0;0;0;0
12/10/21 8.00 PM;7.33;25.40;4.88;34.95;17;0;0;0;0;0;0;0;0;0;0
12/10/21 10.00 PM;15.38;11.15;2.76;17.18;31;0;0;0;0;0;0;0;0;0;0
13/10/21 12.00 AM;10.01;4.29;1.20;7.81;20;0;0;0;0;0;0;0;0;0;0
13/10/21 2.00 AM;11.48;2.58;1.08;5.89;23;0;0;0;0;0;0;0;0;0;0
13/10/21 4.00 AM;11.72;0.97;0.87;5.60;23;0;0;0;0;0;0;0;0;0;0
13/10/21 6.00 AM;8.55;7.10;1.50;12.91;17;0;0;0;0;0;0;0;0;0;0
13/10/21 8.00 AM;9.52;26.88;7.60;42.74;21;0;0;0;0;0;0;0;0;0;0
13/10/21 10.00 AM;10.99;19.25;3.64;28.78;22;0;0;0;0;0;0;0;0;0;0
13/10/21 12.00 PM;16.36;14.20;5.37;26.20;33;0;0;0;0;0;0;0;0;0;0
13/10/21 2.00 PM;12.94;18.29;6.16;31.65;26;0;0;0;0;0;0;0;0;0;0
13/10/21 4.00 PM;13.43;18.69;5.91;31.67;27;0;0;0;0;0;0;0;0;0;0
13/10/21 6.00 PM;17.58;36.74;17.66;68.37;35;0;0;0;0;0;0;0;0;0;0
13/10/21 8.00 PM;16.85;29.19;10.63;49.77;34;0;0;0;0;0;0;0;0;0;0
13/10/21 10.00 PM;15.63;16.74;4.73;27.85;31;0;0;0;0;0;0;0;0;0;0
14/10/21 12.00 AM;40.78;14.59;1.62;20.85;82;0;0;0;0;0;0;0;0;0;0
14/10/21 2.00 AM;20.27;4.08;2.19;10.85;41;0;0;0;0;0;0;0;0;0;0
14/10/21 4.00 AM;10.01;1.74;1.06;6.69;20;0;0;0;0;0;0;0;0;0;0
14/10/21 6.00 AM;4.88;5.82;2.31;12.84;10;0;0;0;0;0;0;0;0;0;0
14/10/21 8.00 AM;2.44;21.86;17.87;53.29;27;0;0;0;0;0;0;0;0;0;0
14/10/21 10.00 AM;1.22;11.78;6.31;25.13;13;0;0;0;0;0;0;0;0;0;0
14/10/21 12.00 PM;0.49;9.63;6.55;23.28;12;0;0;0;0;0;0;0;0;0;0
14/10/21 2.00 PM;5.86;7.72;4.63;18.35;12;0;0;0;0;0;0;0;0;0;0
14/10/21 4.00 PM;15.14;9.27;4.29;19.44;30;0;0;0;0;0;0;0;0;0;0
14/10/21 6.00 PM;9.04;16.22;6.39;29.86;18;0;0;0;0;0;0;0;0;0;0
14/10/21 8.00 PM;12.21;13.46;5.13;25.07;24;0;0;0;0;0;0;0;0;0;0
14/10/21 10.00 PM;10.50;5.47;2.43;12.65;21;0;0;0;0;0;0;0;0;0;0
15/10/21 12.00 AM;8.30;2.24;1.55;7.97;17;0;0;0;0;0;0;0;0;0;0
15/10/21 2.00 AM;8.06;0.76;1.22;5.92;16;0;0;0;0;0;0;0;0;0;0
15/10/21 4.00 PM;42.98;17.36;4.94;26.77;86;0;0;0;0;0;0;0;0;0;0
15/10/21 6.00 PM;21.49;18.49;3.88;26.30;43;0;0;0;0;0;0;0;0;0;0
15/10/21 8.00 PM;10.74;16.86;2.67;22.77;21;0;0;0;0;0;0;0;0;0;0
15/10/21 10.00 PM;5.37;11.80;0.79;14.69;11;0;0;0;0;0;0;0;0;0;0
16/10/21 12.00 AM;2.69;5.09;0.57;7.45;5;0;0;0;0;0;0;0;0;0;0
16/10/21 2.00 AM;1.22;3.68;0.37;5.71;3;0;0;0;0;0;0;0;0;0;0
16/10/21 4.00 AM;0.49;3.12;0.71;5.64;3;0;0;0;0;0;0;0;0;0;0
16/10/21 6.00 AM;38.34;6.66;0.86;9.52;77;0;0;0;0;0;0;0;0;0;0
16/10/21 8.00 AM;19.05;13.21;3.11;19.70;38;0;0;0;0;0;0;0;0;0;0
16/10/21 10.00 AM;9.52;7.09;2.42;12.34;19;0;0;0;0;0;0;0;0;0;0
16/10/21 12.00 PM;4.64;5.78;1.28;9.25;9;0;0;0;0;0;0;0;0;0;0
16/10/21 2.00 PM;2.20;3.86;0.64;6.30;4;0;0;0;0;0;0;0;0;0;0
16/10/21 4.00 PM;4.64;4.71;0.62;7.15;9;0;0;0;0;0;0;0;0;0;0
16/10/21 6.00 PM;5.86;11.48;1.17;14.94;12;0;0;0;0;0;0;0;0;0;0
16/10/21 8.00 PM;9.52;15.13;2.71;21.05;19;0;0;0;0;0;0;0;0;0;0
16/10/21 10.00 PM;15.63;14.67;1.88;19.30;31;0;0;0;0;0;0;0;0;0;0
17/10/21 12.00 AM;12.21;15.77;2.44;21.30;24;0;0;0;0;0;0;0;0;0;0
17/10/21 2.00 AM;19.29;7.27;1.08;10.47;39;0;0;0;0;0;0;0;0;0;0
17/10/21 4.00 AM;13.19;3.62;0.45;2.76;26;0;0;0;0;0;0;0;0;0;0
17/10/21 6.00 AM;41.03;6.31;0.57;5.68;82;0;0;0;0;0;0;0;0;0;0
17/10/21 8.00 AM;20.51;12.02;3.03;15.28;41;0;0;0;0;0;0;0;0;0;0
17/10/21 10.00 AM;10.26;11.18;2.39;13.44;21;0;0;0;0;0;0;0;0;0;0
17/10/21 12.00 PM;5.13;13.31;5.37;20.18;10;0;0;0;0;0;0;0;0;0;0
17/10/21 2.00 PM;2.44;6.73;1.45;7.46;5;0;0;0;0;0;0;0;0;0;0
17/10/21 4.00 PM;4.15;12.74;2.09;14.58;8;0;0;0;0;0;0;0;0;0;0
17/10/21 6.00 PM;6.11;31.23;8.67;43.51;22;0;0;0;0;0;0;0;0;0;0
17/10/21 8.00 PM;10.99;50.25;8.02;61.92;31;0;0;0;0;0;0;0;0;0;0
17/10/21 10.00 PM;18.80;32.47;2.43;35.22;38;0;0;0;0;0;0;0;0;0;0
18/10/21 12.00 AM;10.50;21.72;1.99;23.58;21;0;0;0;0;0;0;0;0;0;0
18/10/21 2.00 AM;20.51;8.59;0.57;8.02;41;0;0;0;0;0;0;0;0;0;0
18/10/21 4.00 AM;15.14;5.57;0.55;4.90;30;0;0;0;0;0;0;0;0;0;0
18/10/21 6.00 AM;13.43;13.86;3.32;17.60;27;0;0;0;0;0;0;0;0;0;0
18/10/21 8.00 AM;8.55;26.25;12.74;44.69;22;0;0;0;0;0;0;0;0;0;0
18/10/21 10.00 AM;12.94;16.72;10.77;31.95;26;0;0;0;0;0;0;0;0;0;0
18/10/21 12.00 PM;16.12;11.12;5.18;17.66;32;0;0;0;0;0;0;0;0;0;0
18/10/21 2.00 PM;16.85;10.89;4.53;16.42;34;0;0;0;0;0;0;0;0;0;0
18/10/21 4.00 PM;13.43;9.92;2.96;13.03;27;0;0;0;0;0;0;0;0;0;0
18/10/21 6.00 PM;11.72;21.80;5.75;29.42;23;0;0;0;0;0;0;0;0;0;0
18/10/21 8.00 PM;12.70;26.03;6.43;34.78;25;0;0;0;0;0;0;0;0;0;0
18/10/21 10.00 PM;14.41;9.20;2.80;12.05;29;0;0;0;0;0;0;0;0;0;0
19/10/21 12.00 AM;12.94;7.63;0.74;7.29;26;0;0;0;0;0;0;0;0;0;0
19/10/21 2.00 AM;18.56;1.97;0.45;1.08;37;0;0;0;0;0;0;0;0;0;0
19/10/21 4.00 AM;48.11;3.60;0.50;0.65;96;0;0;0;0;0;0;0;0;0;0
19/10/21 6.00 AM;23.93;20.66;3.69;22.53;48;0;0;0;0;0;0;0;0;0;0
19/10/21 8.00 AM;18.80;32.83;11.40;46.48;38;0;0;0;0;0;0;0;0;0;0
19/10/21 10.00 AM;9.28;19.10;5.65;23.99;19;0;0;0;0;0;0;0;0;0;0
